,Ticker,Industry,Ratio
2422,IREN,Financial Services,-18.023990117911286
2423,IRIX,Healthcare,-5.1372338180414365
2424,IRMD,Healthcare,26.6705102080029
2425,IRON,Healthcare,-13.871541371901692
2426,IROQ,Financial Services,Information not available
2427,IRTC,Healthcare,-35.89731856957786
2428,IRWD,Healthcare,9.799991535547289
2429,ISHG,Industry information not found,Information not available
2430,ISHP,Industry information not found,Information not available
2431,ISPC,Healthcare,0.0861335986415897
2432,ISPO,Consumer Cyclical,-3.0320065542667414
2433,ISPOW,Consumer Cyclical,Information not available
2434,ISPR,Consumer Defensive,-102.06429759388638
2435,ISRG,Healthcare,51.86079156777251
2436,ISRL,Financial Services,Information not available
2437,ISRLU,Financial Services,Information not available
2438,ISRLW,Industry information not found,Information not available
2439,ISSC,Industrials,22.971683430059947
2440,ISTB,Industry information not found,Information not available
2441,ISTR,Financial Services,Information not available
2442,ISUN,Technology,-4.145371278875923
2443,ITCI,Healthcare,-34.321892940765586
2444,ITI,Technology,53.18413166855846
2445,ITIC,Financial Services,4.898300075517294
2446,ITOS,Healthcare,2.1951877179515296
2447,ITRI,Technology,19.67075848777511
2448,ITRM,Healthcare,-0.15414345951580044
2449,ITRN,Technology,5.724768552020356
2450,IUS,Industry information not found,Information not available
2451,IUSB,Industry information not found,Information not available
2452,IUSG,Industry information not found,Information not available
2453,IUSV,Industry information not found,Information not available
2454,IVA,Healthcare,-2.3091986075343263
2455,IVAC,Industrials,-4.10919461337967
2456,IVAL,Industry information not found,Information not available
2457,IVCA,Financial Services,Information not available
2458,IVCAU,Financial Services,Information not available
2459,IVCAW,Financial Services,Information not available
2460,IVCB,Financial Services,Information not available
2461,IVCBU,Financial Services,Information not available
2462,IVCBW,Financial Services,Information not available
2463,IVCP,Financial Services,Information not available
2464,IVCPU,Financial Services,Information not available
2465,IVCPW,Industry information not found,Information not available
2466,IVDA,Industrials,-1.9340442434421437
2467,IVDAW,Industry information not found,Information not available
2468,IVEG,Industry information not found,Information not available
2469,IVP,Consumer Cyclical,-3.639434769102762
2470,IVVD,Healthcare,0.488699813004502
2471,IWTR,Industry information not found,Information not available
2472,IXAQ,Financial Services,Information not available
2473,IXAQU,Financial Services,Information not available
2474,IXAQW,Financial Services,Information not available
2475,IXHL,Healthcare,-89.90520084928265
2476,IXUS,Industry information not found,Information not available
2477,IZEA,Communication Services,1.733957515990997
2478,IZM,Technology,141.43761795549827
2479,JACK,Consumer Cyclical,14.154989944823837
2480,JAGX,Healthcare,-1.2938850693324735
2481,JAKK,Consumer Cyclical,4.10005707199737
2482,JAMF,Technology,-38.891277365916885
2483,JAN,Industrials,-4.90877292202228
2484,JANX,Healthcare,-1.940932028765983
2485,JAQC,Financial Services,Information not available
2486,JAQCU,Financial Services,Information not available
2487,JAQCW,Financial Services,Information not available
2488,JAZZ,Healthcare,7.3162836719049595
2489,JBHT,Industrials,12.297707357573612
2490,JBLU,Industrials,7.765042045112782
2491,JBSS,Consumer Defensive,11.067330238450749
2492,JCSE,Industrials,3.494412514484357
2493,JCTCF,Basic Materials,23.165282414078586
2494,JD,Consumer Cyclical,-0.7589515575226058
2495,JDOC,Industry information not found,Information not available
2496,JEPQ,Industry information not found,Information not available
2497,JEWL,Consumer Cyclical,-0.744926380378174
2498,JFBR,Consumer Cyclical,-0.38630004295532644
2499,JFBRW,Consumer Cyclical,Information not available
2500,JFIN,Communication Services,0.6431912126613047
2501,JFU,Technology,23.15302216702786
2502,JG,Technology,-2.687197320273721
2503,JGLO,Industry information not found,Information not available
2504,JIVE,Industry information not found,Information not available
2505,JJSF,Consumer Defensive,19.628858940046413
2506,JKHY,Technology,23.001964112143988
2507,JMSB,Financial Services,Information not available
2508,JNVR,Technology,Information not available
2509,JOAN,Consumer Cyclical,-61.279859082568805
2510,JOUT,Consumer Cyclical,16.290254536353398
2511,JPEF,Industry information not found,Information not available
2512,JRSH,Consumer Cyclical,3.75862506750163
2513,JRVR,Financial Services,4.313068530875967
2514,JSM,Industry information not found,Information not available
2515,JSMD,Industry information not found,Information not available
2516,JSML,Industry information not found,Information not available
2517,JSPR,Healthcare,0.8403366935799953
2518,JSPRW,Healthcare,Information not available
2519,JTAI,Technology,-2.284015445315486
2520,JTAIW,Technology,Information not available
2521,JTAIZ,Technology,Information not available
2522,JTEK,Industry information not found,Information not available
2523,JVA,Consumer Defensive,-4.80084619135249
2524,JWEL,Consumer Cyclical,-0.6562551120859391
2525,JXJT,Consumer Cyclical,-0.37509822194804504
2526,JYD,Industrials,-2.4341664303094537
2527,JYNT,Healthcare,15.944161732835253
2528,JZ,Consumer Defensive,-0.9183404585042703
2529,JZXN,Consumer Cyclical,-0.12950029512206887
2530,KA,Healthcare,-1.8678533967182946
2531,KACL,Financial Services,Information not available
2532,KACLR,Industry information not found,Information not available
2533,KACLU,Financial Services,Information not available
2534,KACLW,Financial Services,Information not available
2535,KALA,Healthcare,0.05220593485628541
2536,KALU,Basic Materials,11.592732428491306
2537,KALV,Healthcare,-2.4432238049012422
2538,KARO,Technology,0.2718347193337603
2539,KAVL,Consumer Defensive,Information not available
2540,KBWB,Industry information not found,Information not available
2541,KBWD,Industry information not found,Information not available
2542,KBWP,Industry information not found,Information not available
2543,KBWR,Industry information not found,Information not available
2544,KBWY,Industry information not found,Information not available
2545,KC,Technology,-17.913310614271968
2546,KDP,Consumer Defensive,15.495851171366144
2547,KE,Industrials,4.465769436266905
2548,KELYA,Industrials,7.348144218258132
2549,KELYB,Industrials,7.185277313746065
2550,KEQU,Consumer Cyclical,5.740450340623879
2551,KERN,Healthcare,-1.4335968132635333
2552,KERNW,Healthcare,Information not available
2553,KFFB,Financial Services,Information not available
2554,KFRC,Industrials,14.074306995722003
2555,KGEI,Energy,4.823978989800281
2556,KHC,Consumer Defensive,10.056951573971805
2557,KIDS,Healthcare,-67.53458270361041
2558,KINS,Financial Services,-4.006546410561679
2559,KIRK,Consumer Cyclical,-10.959054032330089
2560,KITT,Industrials,-2.65712817352652
2561,KITTW,Industrials,Information not available
2562,KLAC,Technology,19.136244881289105
2563,KLIC,Technology,25.904068574736442
2564,KLTR,Technology,-6.684072633381045
2565,KLXE,Energy,2.9403748986722573
2566,KMDA,Healthcare,9.743082807017544
2567,KNDI,Consumer Cyclical,-27.889485347292073
2568,KNGZ,Industry information not found,Information not available
2569,KNSA,Healthcare,-62.2227077910501
2570,KNTE,Healthcare,0.4450750472317276
2571,KOD,Healthcare,0.40517051425223594
2572,KOPN,Technology,-8.754459594593971
2573,KOSS,Technology,0.4024578934871156
2574,KPLT,Technology,0.7283036634275478
2575,KPLTW,Technology,Information not available
2576,KPRX,Healthcare,0.09358045967940103
2577,KPTI,Healthcare,-1.6528398838167078
2578,KRKR,Communication Services,-6.008047527586385
2579,KRMA,Industry information not found,Information not available
2580,KRMD,Healthcare,-11.554518170043021
2581,KRNL,Financial Services,Information not available
2582,KRNLU,Financial Services,Information not available
2583,KRNLW,Financial Services,Information not available
2584,KRNT,Industrials,-10.125015953173419
2585,KRNY,Financial Services,Information not available
2586,KRON,Healthcare,0.6089934569940287
2587,KROP,Industry information not found,Information not available
2588,KROS,Healthcare,-4.100075083194288
2589,KRRO,Healthcare,-6.937185981387718
2590,KRT,Consumer Cyclical,8.594548969912017
2591,KRTX,Healthcare,-15.384147687912872
2592,KRUS,Consumer Cyclical,94.17889269965703
2593,KRYS,Healthcare,-20.32668744404825
2594,KSCP,Industrials,-3.5642022026780764
2595,KTCC,Technology,6.790289595995709
2596,KTOS,Industrials,53.9106238869258
2597,KTRA,Healthcare,-0.8449975482684646
2598,KTTA,Healthcare,0.5841785317668217
2599,KTTAW,Healthcare,Information not available
2600,KURA,Healthcare,-2.780358967917159
2601,KVAC,Financial Services,Information not available
2602,KVACU,Financial Services,Information not available
2603,KVACW,Financial Services,Information not available
2604,KVHI,Technology,1.8343879927228623
2605,KWE,Industrials,-0.22111998352897613
2606,KWESW,Industrials,Information not available
2607,KXIN,Consumer Cyclical,-1.1898028767571103
2608,KYCH,Financial Services,Information not available
2609,KYCHR,Industry information not found,Information not available
2610,KYCHU,Financial Services,Information not available
2611,KYCHW,Industry information not found,Information not available
2612,KYMR,Healthcare,-5.7904469423081135
2613,KZIA,Healthcare,-42.2835163047489
2614,KZR,Healthcare,1.4202205757217277
2615,LAB,Healthcare,-3.4639063516150013
2616,LABP,Healthcare,1.2544594702832588
2617,LAES,Technology,9.116756074471443
2618,LAKE,Consumer Cyclical,9.728684148727984
2619,LAMR,Real Estate,16.47648052354277
2620,LANC,Consumer Defensive,Information not available
2621,LAND,Real Estate,15.930515526282313
2622,LANDM,Real Estate,20.56295368263346
2623,LANDO,Real Estate,18.412576839903323
2624,LANDP,Real Estate,18.26821297225481
2625,LARK,Financial Services,Information not available
2626,LASE,Industrials,-0.009054728468725763
2627,LASR,Technology,-15.680984040482677
2628,LATG,Financial Services,Information not available
2629,LATGU,Financial Services,Information not available
2630,LAUR,Consumer Defensive,6.752497229462162
2631,LAZR,Consumer Cyclical,-2.7449960644182654
2632,LAZY,Consumer Cyclical,15.628841394613223
2633,LBAI,Financial Services,Information not available
2634,LBBB,Financial Services,Information not available
2635,LBBBR,Industry information not found,Information not available
2636,LBBBU,Financial Services,Information not available
2637,LBBBW,Financial Services,Information not available
2638,LBC,Financial Services,Information not available
2639,LBPH,Healthcare,-1.0790847508883346
2640,LBRDA,Communication Services,51.12132209966777
2641,LBRDK,Communication Services,51.25719771428572
2642,LBRDP,Communication Services,24.334444863787375
2643,LBTYA,Communication Services,9.394292176947607
2644,LBTYB,Communication Services,9.385085098857232
2645,LBTYK,Communication Services,9.52502619726933
2646,LCA,Financial Services,Information not available
2647,LCAA,Financial Services,Information not available
2648,LCAAU,Financial Services,Information not available
2649,LCAAW,Financial Services,Information not available
2650,LCAHU,Financial Services,Information not available
2651,LCAHW,Financial Services,Information not available
2652,LCFY,Communication Services,-2.879727827217145
2653,LCFYW,Communication Services,Information not available
2654,LCID,Consumer Cyclical,-2.882420822060302
2655,LCNB,Financial Services,Information not available
2656,LCUT,Consumer Cyclical,8.191242297621038
2657,LDEM,Industry information not found,Information not available
2658,LDSF,Industry information not found,Information not available
2659,LDWY,Communication Services,1.5701306111411575
2660,LE,Consumer Cyclical,8.153245890678107
2661,LECO,Industrials,17.077294841112327
2662,LEDS,Technology,-5.401178259058725
2663,LEE,Communication Services,6.630602962981117
2664,LEGH,Consumer Cyclical,7.267321166776199
2665,LEGN,Healthcare,-47.50265738508005
2666,LEGR,Industry information not found,Information not available
2667,LESL,Consumer Cyclical,13.442596851494127
2668,LEXX,Healthcare,-2.037649729010546
2669,LEXXW,Healthcare,Information not available
2670,LFCR,Healthcare,-27.456468144246948
2671,LFLY,Healthcare,-2.0562339824120603
2672,LFLYW,Industry information not found,Information not available
2673,LFMD,Healthcare,-18.444043137150214
2674,LFMDP,Healthcare,-45.59922084722462
2675,LFST,Healthcare,-46.15454899169632
2676,LFUS,Technology,11.891229144077196
2677,LFVN,Consumer Defensive,11.177612150800108
2678,LGHL,Financial Services,Information not available
2679,LGHLW,Financial Services,Information not available
2680,LGIH,Consumer Cyclical,18.247514777232574
2681,LGMK,Healthcare,0.4068177592020617
2682,LGND,Healthcare,31.966584949573313
2683,LGO,Basic Materials,-95.81347699214366
2684,LGRO,Industry information not found,Information not available
2685,LGST,Financial Services,Information not available
2686,LGSTU,Financial Services,Information not available
2687,LGSTW,Financial Services,Information not available
2688,LGVC,Financial Services,Information not available
2689,LGVCU,Financial Services,Information not available
2690,LGVCW,Industry information not found,Information not available
2691,LGVN,Healthcare,-2.4340747778118295
2692,LI,Consumer Cyclical,-1.260477551801507
2693,LIAN,Healthcare,-2.3251393230032584
2694,LIBY,Financial Services,Information not available
2695,LIBYU,Financial Services,Information not available
2696,LIBYW,Financial Services,Information not available
2697,LICN,Industrials,3.1036648019180273
2698,LIDR,Technology,0.10304581447258489
2699,LIDRW,Technology,Information not available
2700,LIFE,Healthcare,0.34964321694579586
2701,LIFW,Healthcare,-24.15241600912634
2702,LIFWW,Healthcare,Information not available
2703,LIFWZ,Healthcare,Information not available
2704,LILA,Communication Services,6.195916516486283
2705,LILAK,Communication Services,6.19720457085326
2706,LILM,Industrials,-1.2972882055562671
2707,LILMW,Industrials,Information not available
2708,LIN,Basic Materials,18.114561238482604
2709,LINC,Consumer Defensive,19.82303345273511
2710,LIND,Consumer Cyclical,20.18477796414328
2711,LINK,Technology,625.4839322033898
2712,LIPO,Healthcare,Information not available
2713,LIQT,Industrials,-3.68186830639469
2714,LITE,Technology,25.143959750934
2715,LITM,Basic Materials,-0.33693247868235326
2716,LITP,Industry information not found,Information not available
2717,LIVE,Consumer Cyclical,8.351559759243337
2718,LIVN,Healthcare,27.435311404052023
2719,LIXT,Healthcare,Information not available
2720,LIXTW,Healthcare,Information not available
2721,LIZI,Communication Services,61.49854915075382
2722,LKCO,Technology,-2.002469969278951
2723,LKFN,Financial Services,Information not available
2724,LKQ,Consumer Cyclical,10.244599080139373
2725,LLYVA,Communication Services,Information not available
2726,LLYVK,Communication Services,Information not available
2727,LMAT,Healthcare,25.99577819843945
2728,LMB,Industrials,12.145542102044615
2729,LMBS,Industry information not found,Information not available
2730,LMDX,Healthcare,-2.6242314750731173
2731,LMDXW,Healthcare,Information not available
2732,LMFA,Financial Services,Information not available
2733,LMNR,Consumer Defensive,-32.30234661904375
2734,LNKB,Financial Services,Information not available
2735,LNSR,Healthcare,-1.5148517337969671
2736,LNT,Utilities,14.53959142398329
2737,LNTH,Healthcare,21.78146511241739
2738,LNW,Consumer Cyclical,12.071465667781494
2739,LNZA,Industrials,-8.821857405054356
2740,LNZAW,Industry information not found,Information not available
2741,LOAN,Real Estate,Information not available
2742,LOCO,Consumer Cyclical,10.4924815443603
2743,LOGI,Technology,23.412736216017425
2744,LOOP,Basic Materials,-6.700004879979703
2745,LOPE,Consumer Defensive,15.061562554229496
2746,LOVE,Consumer Cyclical,13.35534911153875
2747,LPCN,Healthcare,0.5972135478845444
2748,LPLA,Financial Services,8.963527856448495
2749,LPRO,Financial Services,17.534636580443955
2750,LPSN,Technology,-17.79114193494993
2751,LPTH,Technology,-149.09002064413778
2752,LPTX,Healthcare,-0.0018641424332344213
2753,LQDA,Healthcare,-8.406289710443678
2754,LQDT,Consumer Cyclical,13.583424704524901
2755,LQR,Consumer Defensive,-0.5849567750706559
2756,LRCX,Technology,19.37822096369394
2757,LRE,Real Estate,11.530956899539326
2758,LRFC,Financial Services,Information not available
2759,LRGE,Industry information not found,Information not available
2760,LRHC,Real Estate,Information not available
2761,LRMR,Healthcare,-2.357359132716622
2762,LRND,Industry information not found,Information not available
2763,LSAK,Technology,16.32809774510778
2764,LSBK,Financial Services,Information not available
2765,LSCC,Technology,34.658935595272276
2766,LSDI,Healthcare,Information not available
2767,LSEA,Real Estate,11.094908842447518
2768,LSEAW,Real Estate,Information not available
2769,LSTA,Healthcare,1.1697938849197205
2770,LSTR,Industrials,13.902365479966052
2771,LSXMA,Communication Services,9.480392998183039
2772,LSXMB,Communication Services,9.602759766782132
2773,LSXMK,Communication Services,9.486971847837388
2774,LTBR,Industrials,Information not available
2775,LTRN,Healthcare,0.08927355537336919
2776,LTRX,Technology,182.03024961479198
2777,LTRY,Consumer Cyclical,-1.3880178187468206
2778,LTRYW,Industry information not found,Information not available
2779,LUCD,Healthcare,-1.2970773680697425
2780,LUCY,Healthcare,-0.010267696115951576
2781,LUCYW,Healthcare,Information not available
2782,LULU,Consumer Cyclical,26.60729188139448
2783,LUMO,Healthcare,0.5704562514130681
2784,LUNA,Technology,36.91045453226976
2785,LUNG,Healthcare,-6.695819529149452
2786,LUNR,Industrials,-9.92666434127841
2787,LUNRW,Industry information not found,Information not available
2788,LUXH,Consumer Cyclical,37.28300259791867
2789,LUXHP,Consumer Cyclical,102.08423198944233
2790,LVHD,Industry information not found,Information not available
2791,LVLU,Consumer Cyclical,-7.320174285158529
2792,LVO,Communication Services,86.86909536784741
2793,LVOX,Technology,-42.242893337015644
2794,LVOXU,Technology,-44.85647962920714
2795,LVOXW,Technology,Information not available
2796,LVRO,Basic Materials,6.105799345495956
2797,LVROW,Industry information not found,Information not available
2798,LVTX,Healthcare,1.2014586175721214
2799,LWAY,Consumer Defensive,11.093888070692195
2800,LWLG,Basic Materials,-27.45619824214752
2801,LX,Financial Services,2.6568779015464177
2802,LXEH,Consumer Defensive,12.32802938937712
2803,LXEO,Healthcare,-7.0954168439274135
2804,LXRX,Healthcare,-1.299097604956557
2805,LYEL,Healthcare,-0.07235071171230908
2806,LYFT,Technology,-6.648885418931698
2807,LYRA,Healthcare,-1.782542649059624
2808,LYT,Technology,5.789042650512881
2809,LYTS,Technology,9.10266022973198
2810,LZ,Industrials,66.12644733662444
2811,MACA,Financial Services,Information not available
2812,MACAU,Financial Services,Information not available
2813,MACAW,Financial Services,Information not available
2814,MACK,Healthcare,Information not available
2815,MAGS,Industry information not found,Information not available
2816,MAMA,Consumer Defensive,14.984768720916554
2817,MANH,Technology,67.48985608068534
2818,MAPS,Technology,61.22533921901528
2819,MAPSW,Technology,Information not available
2820,MAQC,Financial Services,Information not available
2821,MAQCU,Financial Services,Information not available
2822,MAQCW,Financial Services,Information not available
2823,MAR,Consumer Cyclical,17.181448551804408
2824,MARA,Financial Services,109.33637589828635
2825,MARK,Technology,-2.1889721282798833
2826,MARPS,Energy,Information not available
2827,MARX,Financial Services,Information not available
2828,MARXR,Industry information not found,Information not available
2829,MARXU,Financial Services,Information not available
2830,MASI,Healthcare,22.41235540853457
2831,MASS,Healthcare,-2.0470773486120715
2832,MAT,Consumer Cyclical,11.92594692588446
2833,MATH,Financial Services,-2.928639032421027
2834,MATW,Industrials,9.685991929142215
2835,MAXI,Industry information not found,Information not available
2836,MAXN,Technology,11.901270085568253
2837,MAYS,Real Estate,73.56942641729817
2838,MBB,Industry information not found,Information not available
2839,MBCN,Financial Services,Information not available
2840,MBIN,Financial Services,Information not available
2841,MBINM,Financial Services,Information not available
2842,MBINN,Financial Services,Information not available
2843,MBINO,Financial Services,Information not available
2844,MBINP,Financial Services,Information not available
2845,MBIO,Healthcare,-0.10806512085155429
2846,MBLY,Consumer Cyclical,1996.418048
2847,MBNKP,Financial Services,Information not available
2848,MBOT,Healthcare,-0.6038508045763185
2849,MBRX,Healthcare,0.2997863656100738
2850,MBTC,Financial Services,Information not available
2851,MBTCR,Industry information not found,Information not available
2852,MBTCU,Financial Services,Information not available
2853,MBUU,Consumer Cyclical,3.920248588897369
2854,MBWM,Financial Services,Information not available
2855,MCAA,Financial Services,Information not available
2856,MCAAU,Financial Services,Information not available
2857,MCAAW,Financial Services,Information not available
2858,MCAC,Financial Services,Information not available
2859,MCACR,Industry information not found,Information not available
2860,MCACU,Financial Services,Information not available
2861,MCACW,Financial Services,Information not available
2862,MCAF,Financial Services,Information not available
2863,MCAFR,Industry information not found,Information not available
2864,MCAFU,Financial Services,Information not available
2865,MCAG,Financial Services,Information not available
2866,MCAGR,Industry information not found,Information not available
2867,MCAGU,Financial Services,Information not available
2868,MCBC,Financial Services,Information not available
2869,MCBS,Financial Services,Information not available
2870,MCFT,Consumer Cyclical,3.169913701041937
2871,MCHI,Industry information not found,Information not available
2872,MCHP,Technology,12.410816057265048
2873,MCHX,Communication Services,-6.065797671410091
2874,MCOM,Consumer Cyclical,-0.6052601123138276
2875,MCOMW,Industry information not found,Information not available
2876,MCRB,Healthcare,-1.364372339610499
2877,MCRI,Consumer Cyclical,7.800182316696214
2878,MCSE,Industry information not found,Information not available
2879,MCVT,Financial Services,Information not available
2880,MDAI,Healthcare,-3.221366068405012
2881,MDAIW,Healthcare,Information not available
2882,MDB,Technology,-135.25627141297144
2883,MDBH,Financial Services,Information not available
2884,MDCP,Industry information not found,Information not available
2885,MDGL,Healthcare,-12.56031389518252
2886,MDGS,Healthcare,-16.04001814646792
2887,MDIA,Communication Services,-19.65956387959866
2888,MDIV,Industry information not found,Information not available
2889,MDJH,Real Estate,-11.295513096842297
2890,MDLZ,Consumer Defensive,16.47808411212622
2891,MDRR,Real Estate,17.39778501034536
2892,MDRRP,Real Estate,26.71612678906299
2893,MDRX,Healthcare,7.098217174957089
2894,MDVL,Healthcare,0.2032808212417333
2895,MDWD,Healthcare,-7.317723958333334
2896,MDWT,Financial Services,-3.0859781068898906
2897,MDXG,Healthcare,50.42465532746823
2898,MDXH,Healthcare,-4.398120332142692
2899,ME,Healthcare,-0.763798750825945
2900,MEDP,Healthcare,26.153209754163182
2901,MEDS,Healthcare,-3.147203577832118
2902,MEDX,Industry information not found,Information not available
2903,MEGL,Financial Services,Information not available
2904,MEIP,Healthcare,-0.6941546663794497
2905,MELI,Consumer Cyclical,33.24838839934534
2906,MEOH,Basic Materials,10.767199419390831
2907,MERC,Basic Materials,33.403428982225336
2908,MESA,Industrials,16.151089480014544
2909,MESO,Healthcare,-13.33550869948985
2910,META,Communication Services,15.463521717619802
2911,METC,Basic Materials,7.2865565502786485
2912,METCB,Basic Materials,5.882669699579183
2913,METCL,Industry information not found,Information not available
2914,MFH,Financial Services,-25.143668778819666
2915,MFIC,Financial Services,Information not available
2916,MFIN,Financial Services,16.018493237573775
2917,MFLX,Industry information not found,Information not available
2918,MGAM,Communication Services,Information not available
2919,MGEE,Utilities,13.948274480373282
2920,MGIC,Technology,6.840467722428537
2921,MGIH,Consumer Cyclical,5.381157688107785
2922,MGNI,Communication Services,20.60887421553846
2923,MGNX,Healthcare,-3.6118360071301248
2924,MGOL,Communication Services,Information not available
2925,MGPI,Consumer Defensive,13.771704060517656
2926,MGRC,Industrials,15.91359616515113
2927,MGRM,Healthcare,-5.442270066206063
2928,MGRX,Healthcare,Information not available
2929,MGTX,Healthcare,-2.705284698325304
2930,MGYR,Financial Services,Information not available
2931,MHLD,Financial Services,-10.618677417486499
2932,MHUA,Healthcare,2.685505117049276
2933,MICS,Technology,-0.8436154629839434
2934,MIDD,Industrials,11.722271540359527
2935,MIGI,Financial Services,-6.249776399846865
2936,MILN,Industry information not found,Information not available
2937,MIND,Technology,-28.625957736877982
2938,MINDP,Technology,-34.73108384458078
2939,MINM,Technology,-0.6249604400599352
2940,MIRA,Healthcare,Information not available
2941,MIRM,Healthcare,-15.19375503387911
2942,MIRO,Healthcare,-2.919071285534567
2943,MIST,Healthcare,-1.3670985305694043
2944,MITA,Financial Services,Information not available
2945,MITAU,Financial Services,Information not available
2946,MITAW,Financial Services,Information not available
2947,MITK,Technology,11.988038901211397
2948,MKAM,Industry information not found,Information not available
2949,MKSI,Technology,12.243016354491019
2950,MKTW,Technology,-3.8979528702734734
2951,MKTX,Financial Services,26.297930691496248
2952,MLAB,Technology,19.59076956287102
2953,MLCO,Consumer Cyclical,37.690048330959215
2954,MLEC,Healthcare,-1.8576499440108507
2955,MLECW,Healthcare,Information not available
2956,MLGO,Technology,1.2578199778837078
2957,MLKN,Consumer Cyclical,9.904311328597737
2958,MLTX,Healthcare,-52.69790848161125
2959,MLYS,Healthcare,Information not available
2960,MMAT,Technology,-0.6725567765894601
2961,MMLP,Energy,5.3726544213409975
2962,MMSI,Healthcare,20.875947482586866
2963,MMV,Communication Services,-15.573806313521525
2964,MMVWW,Industry information not found,Information not available
2965,MMYT,Consumer Cyclical,83.39637001000587
2966,MNDO,Technology,4.737661612130886
2967,MNDY,Technology,-198.5420084302473
2968,MNKD,Healthcare,-480.4215876830642
2969,MNMD,Healthcare,Information not available
2970,MNOV,Healthcare,-2.50934687922403
2971,MNPR,Healthcare,Information not available
2972,MNRO,Consumer Cyclical,10.633487240742753
2973,MNSB,Financial Services,Information not available
2974,MNSBP,Financial Services,Information not available
2975,MNST,Consumer Defensive,28.01869106095543
2976,MNTK,Utilities,24.688270902875527
2977,MNTS,Industrials,-0.2227108184661646
2978,MNTSW,Industrials,Information not available
2979,MNTX,Industrials,9.323189316223374
2980,MNY,Communication Services,Information not available
2981,MNYWW,Communication Services,Information not available
2982,MOB,Technology,-715.785049000382
2983,MOBBW,Technology,Information not available
2984,MODD,Healthcare,-2.093714087709539
2985,MODL,Industry information not found,Information not available
2986,MODV,Healthcare,11.28999569892473
2987,MOFG,Financial Services,Information not available
2988,MOGO,Technology,Information not available
2989,MOLN,Healthcare,1.285423867890661
2990,MOMO,Communication Services,-1.510780233463101
2991,MOND,Consumer Cyclical,-64.40528008874098
2992,MOOD,Industry information not found,Information not available
2993,MOR,Healthcare,0.15090863050757605
2994,MORF,Healthcare,-4.765535217273326
2995,MORN,Financial Services,40.2815264
2996,MOTS,Healthcare,-0.49835834422657954
2997,MOVE,Healthcare,-0.9255743236814563
2998,MPAA,Consumer Cyclical,8.462638233969065
2999,MPB,Financial Services,Information not available
3000,MPWR,Technology,50.6161328851746
3001,MQ,Technology,-7.334537662463405
3002,MRAI,Healthcare,-1.1801659173203425
3003,MRAM,Technology,24.453484501906182
3004,MRBK,Financial Services,Information not available
3005,MRCC,Financial Services,Information not available
3006,MRCY,Industrials,38.263892514395394
3007,MREO,Healthcare,-6.443180384410372
3008,MRIN,Technology,0.2368521839745444
3009,MRKR,Healthcare,-1.0473755905500322
3010,MRM,Consumer Cyclical,9.410160295487264
3011,MRNA,Healthcare,-11.011505343733756
3012,MRNS,Healthcare,-3.4612293696335077
3013,MRSN,Healthcare,-0.20882109956880462
3014,MRTN,Industrials,6.973251157780377
3015,MRTX,Healthcare,-4.070134286235442
3016,MRUS,Healthcare,-6.210836306518568
3017,MRVI,Healthcare,9.732661462586146
3018,MRVL,Technology,53.20272542239294
3019,MSBI,Financial Services,Information not available
3020,MSBIP,Financial Services,Information not available
3021,MSEX,Utilities,23.461294038847957
3022,MSFD,Industry information not found,Information not available
3023,MSFT,Technology,25.284499207565464
3024,MSFU,Industry information not found,Information not available
3025,MSGM,Communication Services,-0.28673234019851235
3026,MSS,Consumer Defensive,367.1530290225317
3027,MSSA,Financial Services,Information not available
3028,MSSAR,Industry information not found,Information not available
3029,MSSAU,Financial Services,Information not available
3030,MSSAW,Industry information not found,Information not available
3031,MSTR,Technology,-42.368011982345195
3032,MTC,Technology,-24.080557373148533
3033,MTCH,Communication Services,12.766641956916693
3034,MTEK,Technology,-0.8008379278164236
3035,MTEKW,Technology,Information not available
3036,MTEM,Healthcare,-0.9306156549520767
3037,MTEX,Consumer Defensive,-11.751982158028888
3038,MTLS,Technology,14.191800366709897
3039,MTRX,Industrials,-10.807291584674152
3040,MTSI,Technology,37.98052121055134
3041,MTTR,Technology,-1.7857847151047015
3042,MU,Technology,41.61789679622551
3043,MULN,Consumer Cyclical,0.3978588479631613
3044,MURA,Industry information not found,Information not available
3045,MVBF,Financial Services,Information not available
3046,MVIS,Technology,-5.548994651024574
3047,MVLA,Technology,-1.4042101172355723
3048,MVLAW,Industry information not found,Information not available
3049,MVST,Industrials,-4.419979268026292
3050,MVSTW,Industrials,Information not available
3051,MXCT,Healthcare,-8.072486093202311
3052,MXL,Technology,13.065803775097182
3053,MYFW,Financial Services,Information not available
3054,MYGN,Healthcare,-18.369092557673017
3055,MYMD,Healthcare,Information not available
3056,MYNA,Technology,-0.01814782017451555
3057,MYNZ,Healthcare,-0.6653867820055308
3058,MYPS,Communication Services,13.633004969013456
3059,MYPSW,Communication Services,Information not available
3060,MYRG,Industrials,13.401214237391702
3061,MYSZ,Technology,0.14539098904490047
3062,NA,Technology,-7.652105912264217
3063,NAAS,Consumer Cyclical,-2.1602163569398303
3064,NAII,Consumer Defensive,3.823819493563446
3065,NAMS,Healthcare,-3.101837095061752
3066,NAMSW,Healthcare,Information not available
3067,NAOV,Healthcare,0.4408292169483845
3068,NARI,Healthcare,-650.7071741389263
3069,NATH,Consumer Cyclical,10.289611254233364
3070,NATR,Consumer Defensive,7.658849880400012
